variant benchmark kernel_index ipc_base ipc_tuned ipc_gain_pct read_base read_tuned read_change_pct write_base write_tuned write_change_pct ipc_gain_class read_change_class write_change_class
miss-q-ent-32-and-mshr-max-merge-32 lud-rodinia-2.0-ft 8 1.6993 1.6993 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-32-and-mshr-max-merge-32 lud-rodinia-2.0-ft 9 3.045 3.0492 0.138 360 0 -100.000 0 0 0.000 better better neutral
miss-q-ent-32-and-mshr-max-merge-32 lud-rodinia-2.0-ft 10 0.7811 0.7811 0.000 360 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-64-and-mshr-max-merge-32 lud-rodinia-2.0-ft 1 0.7762 0.7762 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-64-and-mshr-max-merge-32 lud-rodinia-2.0-ft 2 4.9649 4.9649 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-64-and-mshr-max-merge-32 lud-rodinia-2.0-ft 3 26.7007 26.6291 -0.268 242 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-64-and-mshr-max-merge-32 lud-rodinia-2.0-ft 4 0.7811 0.7811 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-64-and-mshr-max-merge-32 lud-rodinia-2.0-ft 5 3.3975 3.3975 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-64-and-mshr-max-merge-32 lud-rodinia-2.0-ft 6 12.1465 12.1444 -0.017 327 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-64-and-mshr-max-merge-32 lud-rodinia-2.0-ft 7 0.7811 0.7811 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-64-and-mshr-max-merge-32 lud-rodinia-2.0-ft 8 1.6993 1.6993 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-64-and-mshr-max-merge-32 lud-rodinia-2.0-ft 9 3.045 3.0492 0.138 360 0 -100.000 0 0 0.000 better better neutral
miss-q-ent-64-and-mshr-max-merge-32 lud-rodinia-2.0-ft 10 0.7811 0.7811 0.000 360 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-128-and-mshr-max-merge-32 lud-rodinia-2.0-ft 1 0.7762 0.7762 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-128-and-mshr-max-merge-32 lud-rodinia-2.0-ft 2 4.9649 4.9649 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-128-and-mshr-max-merge-32 lud-rodinia-2.0-ft 3 26.7007 26.6291 -0.268 242 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-128-and-mshr-max-merge-32 lud-rodinia-2.0-ft 4 0.7811 0.7811 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-128-and-mshr-max-merge-32 lud-rodinia-2.0-ft 5 3.3975 3.3975 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-128-and-mshr-max-merge-32 lud-rodinia-2.0-ft 6 12.1465 12.1444 -0.017 327 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-128-and-mshr-max-merge-32 lud-rodinia-2.0-ft 7 0.7811 0.7811 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-128-and-mshr-max-merge-32 lud-rodinia-2.0-ft 8 1.6993 1.6993 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-128-and-mshr-max-merge-32 lud-rodinia-2.0-ft 9 3.045 3.0492 0.138 360 0 -100.000 0 0 0.000 better better neutral
miss-q-ent-128-and-mshr-max-merge-32 lud-rodinia-2.0-ft 10 0.7811 0.7811 0.000 360 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-256-and-mshr-max-merge-32 lud-rodinia-2.0-ft 1 0.7762 0.7762 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-256-and-mshr-max-merge-32 lud-rodinia-2.0-ft 2 4.9649 4.9649 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-256-and-mshr-max-merge-32 lud-rodinia-2.0-ft 3 26.7007 26.6291 -0.268 242 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-256-and-mshr-max-merge-32 lud-rodinia-2.0-ft 4 0.7811 0.7811 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-256-and-mshr-max-merge-32 lud-rodinia-2.0-ft 5 3.3975 3.3975 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-256-and-mshr-max-merge-32 lud-rodinia-2.0-ft 6 12.1465 12.1444 -0.017 327 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-256-and-mshr-max-merge-32 lud-rodinia-2.0-ft 7 0.7811 0.7811 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-256-and-mshr-max-merge-32 lud-rodinia-2.0-ft 8 1.6993 1.6993 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-256-and-mshr-max-merge-32 lud-rodinia-2.0-ft 9 3.045 3.0492 0.138 360 0 -100.000 0 0 0.000 better better neutral
miss-q-ent-256-and-mshr-max-merge-32 lud-rodinia-2.0-ft 10 0.7811 0.7811 0.000 360 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-288-and-mshr-max-merge-32 lud-rodinia-2.0-ft 1 0.7762 0.7762 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-288-and-mshr-max-merge-32 lud-rodinia-2.0-ft 2 4.9649 4.9649 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-288-and-mshr-max-merge-32 lud-rodinia-2.0-ft 3 26.7007 26.6291 -0.268 242 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-288-and-mshr-max-merge-32 lud-rodinia-2.0-ft 4 0.7811 0.7811 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-288-and-mshr-max-merge-32 lud-rodinia-2.0-ft 5 3.3975 3.3975 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-288-and-mshr-max-merge-32 lud-rodinia-2.0-ft 6 12.1465 12.1444 -0.017 327 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-288-and-mshr-max-merge-32 lud-rodinia-2.0-ft 7 0.7811 0.7811 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-288-and-mshr-max-merge-32 lud-rodinia-2.0-ft 8 1.6993 1.6993 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-288-and-mshr-max-merge-32 lud-rodinia-2.0-ft 9 3.045 3.0492 0.138 360 0 -100.000 0 0 0.000 better better neutral
miss-q-ent-288-and-mshr-max-merge-32 lud-rodinia-2.0-ft 10 0.7811 0.7811 0.000 360 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-320-and-mshr-max-merge-32 lud-rodinia-2.0-ft 1 0.7762 0.7762 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-320-and-mshr-max-merge-32 lud-rodinia-2.0-ft 2 4.9649 4.9649 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-320-and-mshr-max-merge-32 lud-rodinia-2.0-ft 3 26.7007 26.6291 -0.268 242 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-320-and-mshr-max-merge-32 lud-rodinia-2.0-ft 4 0.7811 0.7811 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-320-and-mshr-max-merge-32 lud-rodinia-2.0-ft 5 3.3975 3.3975 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-320-and-mshr-max-merge-32 lud-rodinia-2.0-ft 6 12.1465 12.1444 -0.017 327 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-320-and-mshr-max-merge-32 lud-rodinia-2.0-ft 7 0.7811 0.7811 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-320-and-mshr-max-merge-32 lud-rodinia-2.0-ft 8 1.6993 1.6993 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-320-and-mshr-max-merge-32 lud-rodinia-2.0-ft 9 3.045 3.0492 0.138 360 0 -100.000 0 0 0.000 better better neutral
miss-q-ent-320-and-mshr-max-merge-32 lud-rodinia-2.0-ft 10 0.7811 0.7811 0.000 360 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-352-and-mshr-max-merge-32 lud-rodinia-2.0-ft 1 0.7762 0.7762 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-352-and-mshr-max-merge-32 lud-rodinia-2.0-ft 2 4.9649 4.9649 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-352-and-mshr-max-merge-32 lud-rodinia-2.0-ft 3 26.7007 26.6291 -0.268 242 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-352-and-mshr-max-merge-32 lud-rodinia-2.0-ft 4 0.7811 0.7811 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-352-and-mshr-max-merge-32 lud-rodinia-2.0-ft 5 3.3975 3.3975 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-352-and-mshr-max-merge-32 lud-rodinia-2.0-ft 6 12.1465 12.1444 -0.017 327 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-352-and-mshr-max-merge-32 lud-rodinia-2.0-ft 7 0.7811 0.7811 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-352-and-mshr-max-merge-32 lud-rodinia-2.0-ft 8 1.6993 1.6993 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-352-and-mshr-max-merge-32 lud-rodinia-2.0-ft 9 3.045 3.0492 0.138 360 0 -100.000 0 0 0.000 better better neutral
miss-q-ent-352-and-mshr-max-merge-32 lud-rodinia-2.0-ft 10 0.7811 0.7811 0.000 360 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-384-and-mshr-max-merge-32 lud-rodinia-2.0-ft 1 0.7762 0.7762 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-384-and-mshr-max-merge-32 lud-rodinia-2.0-ft 2 4.9649 4.9649 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-384-and-mshr-max-merge-32 lud-rodinia-2.0-ft 3 26.7007 26.6291 -0.268 242 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-384-and-mshr-max-merge-32 lud-rodinia-2.0-ft 4 0.7811 0.7811 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-384-and-mshr-max-merge-32 lud-rodinia-2.0-ft 5 3.3975 3.3975 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-384-and-mshr-max-merge-32 lud-rodinia-2.0-ft 6 12.1465 12.1444 -0.017 327 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-384-and-mshr-max-merge-32 lud-rodinia-2.0-ft 7 0.7811 0.7811 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-384-and-mshr-max-merge-32 lud-rodinia-2.0-ft 8 1.6993 1.6993 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-384-and-mshr-max-merge-32 lud-rodinia-2.0-ft 9 3.045 3.0492 0.138 360 0 -100.000 0 0 0.000 better better neutral
miss-q-ent-384-and-mshr-max-merge-32 lud-rodinia-2.0-ft 10 0.7811 0.7811 0.000 360 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-512-and-mshr-max-merge-32 lud-rodinia-2.0-ft 1 0.7762 0.7762 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-512-and-mshr-max-merge-32 lud-rodinia-2.0-ft 2 4.9649 4.9649 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
miss-q-ent-512-and-mshr-max-merge-32 lud-rodinia-2.0-ft 3 26.7007 26.6291 -0.268 242 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-512-and-mshr-max-merge-32 lud-rodinia-2.0-ft 4 0.7811 0.7811 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-512-and-mshr-max-merge-32 lud-rodinia-2.0-ft 5 3.3975 3.3975 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-512-and-mshr-max-merge-32 lud-rodinia-2.0-ft 6 12.1465 12.1444 -0.017 327 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-512-and-mshr-max-merge-32 lud-rodinia-2.0-ft 7 0.7811 0.7811 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-512-and-mshr-max-merge-32 lud-rodinia-2.0-ft 8 1.6993 1.6993 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
miss-q-ent-512-and-mshr-max-merge-32 lud-rodinia-2.0-ft 9 3.045 3.0492 0.138 360 0 -100.000 0 0 0.000 better better neutral
miss-q-ent-512-and-mshr-max-merge-32 lud-rodinia-2.0-ft 10 0.7811 0.7811 0.000 360 0 -100.000 0 0 0.000 neutral better neutral
gpgpusim-iter-II-mshr-entries-1024 lud-rodinia-2.0-ft 1 0.7762 0.7762 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
gpgpusim-iter-II-mshr-entries-1024 lud-rodinia-2.0-ft 2 4.9649 4.9649 0.000 0 0 0.000 0 0 0.000 neutral neutral neutral
gpgpusim-iter-II-mshr-entries-1024 lud-rodinia-2.0-ft 3 26.7007 26.6291 -0.268 242 0 -100.000 0 0 0.000 worse better neutral
gpgpusim-iter-II-mshr-entries-1024 lud-rodinia-2.0-ft 4 0.7811 0.7811 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
gpgpusim-iter-II-mshr-entries-1024 lud-rodinia-2.0-ft 5 3.3975 3.3975 0.000 242 0 -100.000 0 0 0.000 neutral better neutral
gpgpusim-iter-II-mshr-entries-1024 lud-rodinia-2.0-ft 6 12.1465 12.1444 -0.017 327 0 -100.000 0 0 0.000 worse better neutral
gpgpusim-iter-II-mshr-entries-1024 lud-rodinia-2.0-ft 7 0.7811 0.7811 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
gpgpusim-iter-II-mshr-entries-1024 lud-rodinia-2.0-ft 8 1.6993 1.6993 0.000 327 0 -100.000 0 0 0.000 neutral better neutral
gpgpusim-iter-II-mshr-entries-1024 lud-rodinia-2.0-ft 9 3.045 3.0492 0.138 360 0 -100.000 0 0 0.000 better better neutral
gpgpusim-iter-II-mshr-entries-1024 lud-rodinia-2.0-ft 10 0.7811 0.7811 0.000 360 0 -100.000 0 0 0.000 neutral better neutral
dse-iter-II-mshr-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 1 0.7762 0.7821 0.760 0 0 0.000 0 0 0.000 better neutral neutral
dse-iter-II-mshr-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 2 4.9649 5.0456 1.625 0 0 0.000 0 0 0.000 better neutral neutral
dse-iter-II-mshr-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 3 26.7007 27.4286 2.726 242 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 4 0.7811 0.7872 0.781 242 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 5 3.3975 3.4536 1.651 242 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 6 12.1465 12.5077 2.974 327 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 7 0.7811 0.7872 0.781 327 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 8 1.6993 1.7273 1.648 327 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 9 3.045 3.1447 3.274 360 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 10 0.7811 0.7872 0.781 360 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-512-mq-ent-wp-wb lud-rodinia-2.0-ft 1 0.7762 0.7821 0.760 0 0 0.000 0 0 0.000 better neutral neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-512-mq-ent-wp-wb lud-rodinia-2.0-ft 2 4.9649 5.0456 1.625 0 0 0.000 0 0 0.000 better neutral neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-512-mq-ent-wp-wb lud-rodinia-2.0-ft 3 26.7007 27.4286 2.726 242 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-512-mq-ent-wp-wb lud-rodinia-2.0-ft 4 0.7811 0.7872 0.781 242 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-512-mq-ent-wp-wb lud-rodinia-2.0-ft 5 3.3975 3.4536 1.651 242 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-512-mq-ent-wp-wb lud-rodinia-2.0-ft 6 12.1465 12.5077 2.974 327 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-512-mq-ent-wp-wb lud-rodinia-2.0-ft 7 0.7811 0.7872 0.781 327 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-512-mq-ent-wp-wb lud-rodinia-2.0-ft 8 1.6993 1.7273 1.648 327 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-512-mq-ent-wp-wb lud-rodinia-2.0-ft 9 3.045 3.1447 3.274 360 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-512-mq-ent-wp-wb lud-rodinia-2.0-ft 10 0.7811 0.7872 0.781 360 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 1 0.7762 0.7821 0.760 0 0 0.000 0 0 0.000 better neutral neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 2 4.9649 5.0456 1.625 0 0 0.000 0 0 0.000 better neutral neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 3 26.7007 27.4286 2.726 242 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 4 0.7811 0.7872 0.781 242 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 5 3.3975 3.4536 1.651 242 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 6 12.1465 12.5077 2.974 327 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 7 0.7811 0.7872 0.781 327 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 8 1.6993 1.7273 1.648 327 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 9 3.045 3.1447 3.274 360 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-1024-mq-ent-wp-wb lud-rodinia-2.0-ft 10 0.7811 0.7872 0.781 360 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-768-mq-ent-wp-wb lud-rodinia-2.0-ft 1 0.7762 0.7821 0.760 0 0 0.000 0 0 0.000 better neutral neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-768-mq-ent-wp-wb lud-rodinia-2.0-ft 2 4.9649 5.0456 1.625 0 0 0.000 0 0 0.000 better neutral neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-768-mq-ent-wp-wb lud-rodinia-2.0-ft 3 26.7007 27.4286 2.726 242 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-768-mq-ent-wp-wb lud-rodinia-2.0-ft 4 0.7811 0.7872 0.781 242 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-768-mq-ent-wp-wb lud-rodinia-2.0-ft 5 3.3975 3.4536 1.651 242 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-768-mq-ent-wp-wb lud-rodinia-2.0-ft 6 12.1465 12.5077 2.974 327 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-768-mq-ent-wp-wb lud-rodinia-2.0-ft 7 0.7811 0.7872 0.781 327 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-768-mq-ent-wp-wb lud-rodinia-2.0-ft 8 1.6993 1.7273 1.648 327 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-768-mq-ent-wp-wb lud-rodinia-2.0-ft 9 3.045 3.1447 3.274 360 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-768-mq-ent-wp-wb lud-rodinia-2.0-ft 10 0.7811 0.7872 0.781 360 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-640-mq-ent-wp-wb lud-rodinia-2.0-ft 1 0.7762 0.7821 0.760 0 0 0.000 0 0 0.000 better neutral neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-640-mq-ent-wp-wb lud-rodinia-2.0-ft 2 4.9649 5.0456 1.625 0 0 0.000 0 0 0.000 better neutral neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-640-mq-ent-wp-wb lud-rodinia-2.0-ft 3 26.7007 27.4286 2.726 242 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-640-mq-ent-wp-wb lud-rodinia-2.0-ft 4 0.7811 0.7872 0.781 242 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-640-mq-ent-wp-wb lud-rodinia-2.0-ft 5 3.3975 3.4536 1.651 242 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-640-mq-ent-wp-wb lud-rodinia-2.0-ft 6 12.1465 12.5077 2.974 327 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-640-mq-ent-wp-wb lud-rodinia-2.0-ft 7 0.7811 0.7872 0.781 327 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-640-mq-ent-wp-wb lud-rodinia-2.0-ft 8 1.6993 1.7273 1.648 327 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-640-mq-ent-wp-wb lud-rodinia-2.0-ft 9 3.045 3.1447 3.274 360 0 -100.000 0 0 0.000 better better neutral
dse-iter-II-mshr-ent-1024-miss-q-ent-640-mq-ent-wp-wb lud-rodinia-2.0-ft 10 0.7811 0.7872 0.781 360 0 -100.000 0 0 0.000 better better neutral
miss-q-ent-32-and-mshr-max-merge-32 nn-rodinia-2.0-ft 1 217.5636 218.2486 0.315 12699 8745 -31.136 0 0 0.000 better better neutral
miss-q-ent-32-and-mshr-max-merge-32 nn-rodinia-2.0-ft 2 227.4201 226.2898 -0.497 23765 15141 -36.289 0 0 0.000 worse better neutral
miss-q-ent-32-and-mshr-max-merge-32 nn-rodinia-2.0-ft 3 227.2331 228.4328 0.528 35209 21813 -38.047 0 0 0.000 better better neutral
miss-q-ent-32-and-mshr-max-merge-32 nn-rodinia-2.0-ft 4 227.5499 225.9169 -0.718 46202 28066 -39.254 0 0 0.000 worse better neutral
miss-q-ent-64-and-mshr-max-merge-32 nn-rodinia-2.0-ft 1 217.5636 217.9741 0.189 12699 3456 -72.785 0 0 0.000 better better neutral
miss-q-ent-64-and-mshr-max-merge-32 nn-rodinia-2.0-ft 2 227.4201 226.5862 -0.367 23765 4550 -80.854 0 0 0.000 worse better neutral
miss-q-ent-64-and-mshr-max-merge-32 nn-rodinia-2.0-ft 3 227.2331 224.23 -1.322 35209 6026 -82.885 0 0 0.000 worse better neutral
miss-q-ent-64-and-mshr-max-merge-32 nn-rodinia-2.0-ft 4 227.5499 226.8344 -0.314 46202 7518 -83.728 0 0 0.000 worse better neutral
miss-q-ent-128-and-mshr-max-merge-32 nn-rodinia-2.0-ft 1 217.5636 217.9467 0.176 12699 0 -100.000 0 0 0.000 better better neutral
miss-q-ent-128-and-mshr-max-merge-32 nn-rodinia-2.0-ft 2 227.4201 225.8468 -0.692 23765 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-128-and-mshr-max-merge-32 nn-rodinia-2.0-ft 3 227.2331 225.8688 -0.600 35209 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-128-and-mshr-max-merge-32 nn-rodinia-2.0-ft 4 227.5499 226.5969 -0.419 46202 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-256-and-mshr-max-merge-32 nn-rodinia-2.0-ft 1 217.5636 217.9467 0.176 12699 0 -100.000 0 0 0.000 better better neutral
miss-q-ent-256-and-mshr-max-merge-32 nn-rodinia-2.0-ft 2 227.4201 225.8468 -0.692 23765 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-256-and-mshr-max-merge-32 nn-rodinia-2.0-ft 3 227.2331 225.8688 -0.600 35209 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-256-and-mshr-max-merge-32 nn-rodinia-2.0-ft 4 227.5499 226.5969 -0.419 46202 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-288-and-mshr-max-merge-32 nn-rodinia-2.0-ft 1 217.5636 217.9467 0.176 12699 0 -100.000 0 0 0.000 better better neutral
miss-q-ent-288-and-mshr-max-merge-32 nn-rodinia-2.0-ft 2 227.4201 225.8468 -0.692 23765 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-288-and-mshr-max-merge-32 nn-rodinia-2.0-ft 3 227.2331 225.8688 -0.600 35209 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-288-and-mshr-max-merge-32 nn-rodinia-2.0-ft 4 227.5499 226.5969 -0.419 46202 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-320-and-mshr-max-merge-32 nn-rodinia-2.0-ft 1 217.5636 217.9467 0.176 12699 0 -100.000 0 0 0.000 better better neutral
miss-q-ent-320-and-mshr-max-merge-32 nn-rodinia-2.0-ft 2 227.4201 225.8468 -0.692 23765 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-320-and-mshr-max-merge-32 nn-rodinia-2.0-ft 3 227.2331 225.8688 -0.600 35209 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-320-and-mshr-max-merge-32 nn-rodinia-2.0-ft 4 227.5499 226.5969 -0.419 46202 0 -100.000 0 0 0.000 worse better neutral
miss-q-ent-352-and-mshr-max-merge-32 nn-rodinia-2.0-ft 1 217.5636 217.9467 0.176 12699 0 -100.000 0 0 0.000 better better neutral
